return_env,return_total,ep_len,survival,speed,ctrl_cost,RMSE_deg,MAE_deg
474.7160540862149,170.12903577962192,500.0,1.0,-0.049774845679487575,0.0007930461480827943,9.784373564661307,6.704464619902896
470.7553944904505,170.03245947460005,500.0,1.0,-0.05769523125515128,0.0007939797639483003,9.773995186414897,6.688202855991796
473.76911194430306,169.92568333573928,500.0,1.0,-0.05166036338420697,0.0008014127271871985,9.785381765164422,6.7068554674955525
468.8373548875344,169.61966564814605,500.0,1.0,-0.06151605095908376,0.0008092392658472818,9.747807663040712,6.662020382031801
474.5526189874916,168.76657887314676,500.0,1.0,-0.05011476299440566,0.000779999030612089,9.822803690048994,6.735100704567676
471.3369005970205,169.9720619216187,500.0,1.0,-0.05652335016618011,0.0008028486397797678,9.77237956053036,6.67261645121872
476.5551046456893,169.70749884662533,500.0,1.0,-0.04611153026906114,0.0007782604395615635,9.690404550380364,6.637126970728922
468.1642825892742,169.9698643585016,500.0,1.0,-0.06286250597069716,0.0008089288507544552,9.763316511108254,6.65987400466308
471.2050077432463,168.24245734827448,500.0,1.0,-0.056812173726615574,0.0007778107868907682,9.818467814806954,6.730533305057413
473.2620296679528,169.03844331683564,500.0,1.0,-0.05268929740295739,0.0007866432611372147,9.763444748721914,6.692704336456438
469.8267115512766,169.20871138165617,500.0,1.0,-0.059550325800316245,0.0007962510971301527,9.767002818873328,6.670069356511378
476.4080888119038,168.43066404511694,500.0,1.0,-0.046414232551157265,0.0007695898250349273,9.805801502320694,6.729693243097886
472.4260766166504,169.66741948536554,500.0,1.0,-0.054354324563114176,0.000793522203584871,9.780004499775181,6.6859300640628145
472.4342826797214,169.84542778835686,500.0,1.0,-0.054345459807636075,0.0007859748329210561,9.768930059571623,6.683876790497363
474.4052441684699,169.0886377721116,500.0,1.0,-0.05039460350360399,0.0007949081594560994,9.763202757879574,6.69626927401746
470.9378098113123,169.81089910840936,500.0,1.0,-0.057326908906538514,0.0007974714708361716,9.76718509314178,6.6640145931737464
474.7008495565847,169.42896050182875,500.0,1.0,-0.04981235487042728,0.0007859460164036136,9.771354730735636,6.698192204591169
472.8801475962337,169.56149328043267,500.0,1.0,-0.05344605666587868,0.0007936481416545575,9.775632608553302,6.68941018561781
470.6684213997687,169.36571291408654,500.0,1.0,-0.057841917123168884,0.0008212400772936234,9.790857752306554,6.708505473263867
476.35284022437423,168.99927380450396,500.0,1.0,-0.04651617665391991,0.0007781428973321453,9.749572456960113,6.697068473177511
